hanzi,pinyinToneless
裁,cai
裂,lie
裃,ka
裄,xing
装,zhuang
裆,dang
裈,kun
裉,ken
裊,niao
裋,shu
裌,jia
裍,kun
裎,cheng
裏,li
裒,pou
裔,yi
裕,yu
裘,qiu
裙,qun
裛,yi
補,bu
裝,zhuang
裟,sha
裠,qun
裡,li
裢,lian
裣,lian
裤,ku
裥,jian
裨,bi
裪,tao
裯,chou
裰,duo
裱,biao
裲,liang
裳,shang
裴,pei
裵,pei
裸,luo
裹,guo
裼,ti
製,zhi
裾,ju
褂,gua
褃,ken
褄,qi
複,fu
褉,xie
褊,bian
褌,kun
褎,xiu
褏,xiu
褐,he
褒,bao
褓,bao
褔,fu
褕,yu
褘,hui
褙,bei
褚,chu
褛,lu
褝,dan
褞,yun
褟,ta
褡,da
褢,huai
褥,ru
褧,jiong
褪,tui
褫,chi
褯,jie
褰,qian
褱,huai
褲,ku
褳,lian
褴,lan
褵,li
褶,zhe
褸,lu
褺,die
褻,xie
褽,wei
襀,ji
襁,qiang
襃,bao
襄,xiang
襆,fu
襇,jian
襋,ji
襌,dan
襍,za
襏,bo
襖,ao
襚,sui
襛,nong
襜,chan
襝,lian
襞,bi
襟,jin
襠,dang
襡,shu
襢,tan
襤,lan
襦,ru
襪,wa
襫,shi
襬,bai
襭,xie
襮,bo
襯,chen
襱,long
襲,xi
襴,lan
襵,zhe
襶,dai
襷,ju
襻,pan
襼,yi
襾,ya
西,xi
覀,xi
要,yao
覂,feng
覃,tan
覆,fu
覇,ba
覈,he
覉,ji
覊,ji
見,jian
覌,guan
覎,yan
規,gui
覐,jue
覓,mi
覔,mi
視,shi
覗,si
覘,chan
覙,luo
覚,jue
覜,tiao
覡,xi
覥,tian
覦,yu
覧,lan
覩,du
親,qin
覬,ji
覯,gou
覰,qu
覲,jin
観,guan
覵,jian
覶,luo
覷,qu
覸,jian
覺,jue
覼,luo
覽,lan
覿,di
觀,guan
见,jian
观,guan
觃,yan
规,gui
觅,mi
视,shi
觇,chan
览,lan
觉,jue
觊,ji
觋,xi
觌,di
觍,tian
觎,yu
觏,gou
觐,jin
觑,qu
角,jiao
觔,jin
觕,cu
觖,jue
觚,gu
觜,zi
觝,di
觞,shang
觡,ge
解,jie
觥,gong
触,chu
觧,jie
觩,qiu
觫,su
觭,ji
觯,zhi
觱,bi
觳,hu
觴,shang
觵,gong
觶,zhi
觷,xue
觸,chu
觼,jue
觿,xi
言,yan
訁,yan
訂,ding
訃,fu
訇,hong
計,ji
訊,xun
訌,hong
討,tao
訏,xu
訐,jie
訑,yi
訒,ren
訓,xun
訕,shan
訖,qi
託,tuo
記,ji
訚,yin
訛,e
訝,ya
訟,song
訠,shen
訡,yin
訢,xin
訣,jue
訥,ne
訦,chen
訧,you
訩,xiong
訪,fang
訬,chao
設,she
許,xu
訳,yi
訴,su
訶,he
訹,xu
診,zhen
註,zhu
証,zheng
訽,gou
訾,zi
詀,zhan
詁,gu
詅,ling
詆,di
詈,li
詉,nao
詋,zhou
詎,ju
詐,zha
詑,yi
詒,yi
詔,zhao
評,ping
詖,bi
詗,xiong
詘,qu
詛,zu
詞,ci
詟,zhe
詠,yong
詡,xu
詢,xun
詣,yi
詤,huang
試,shi
詧,cha
詨,xiao
詩,shi
詪,hen
詫,cha
詬,gou
詭,gui
詮,quan
詰,jie
話,hua
該,gai
詳,xiang
詵,shen
詹,zhan
詻,e
詼,hui
詾,xiong
詿,gua
誂,tiao
誃,yi
誄,lei
誅,zhu
誆,kuang
誇,kua
誉,yu
誊,teng
誌,zhi
認,ren
誐,e
誑,kuang
誒,ei
誓,shi
誕,dan
誖,bei
誘,you
誚,qiao
語,yu
誠,cheng
誡,jie
誣,wu
誤,wu
誥,gao
誦,song
誧,bu
誨,hui
誩,jing
說,shuo
説,shuo
読,du
誰,shui shei
課,ke
誶,sui
誹,fei
誼,yi
誾,yin
調,diao
諁,zhuo
諂,chan
諄,zhun
諆,qi
談,tan
諉,wei
諊,ju
請,qing
諌,dong
諍,zheng
諏,zou
諐,qian
諑,zhuo
諒,liang
諓,jian
諕,hao
論,lun
諗,shen
諚,pian
諛,yu
諜,die
諝,xu
諞,pian pian
諟,shi
諠,xuan
諡,shi
諢,hun
諤,e
諦,di
諧,xie
諫,jian
諬,qi
諭,yu
諮,zi
諰,xi
諱,hui
諳,an
諴,xian
諵,nan
諶,chen
諷,feng feng
諸,zhu
諺,yan
諼,xuan
諾,nuo
謀,mou
謁,ye
謂,wei
謄,teng
謅,zhou
謆,shan
謇,jian
謊,huang
謌,ge
謎,mi
謏,xiao
謐,mi
謑,xi
謔,xue
謖,su
謗,bang
謙,qian
謚,shi
講,jiang
謝,xie
謟,tao
謠,yao
謡,yao
謦,qing
謨,mo
謪,shang
謫,zhe
謬,miu
謭,jian
謳,ou
謷,ao
謹,jin
謼,hu
謾,man
謿,chao
譁,hua
譅,se
譆,xi
譈,dui
證,zheng
譊,nao
譌,e
譍,ying
譎,jue
譏,ji
譐,zun
譔,zhuan
譖,zen
識,shi shi
譙,qiao
譚,tan
譛,zen
譜,pu
譟,zao
警,jing
譫,zhan
譬,pi
譭,hui
譯,yi
議,yi
譲,rang
譴,qian
護,hu
譸,zhou
譹,hao
譼,jian
譽,yu
譾,jian
讀,du
讁,zhe
讃,zan
讅,shen
讆,wei
讇,chan
變,bian
讋,zhe
讌,yan
讍,e
讎,chou
讐,chou
讒,chan
讓,rang
讕,lan
讖,chen
讙,huan
讚,zan
讜,dang
讞,yan
讟,du
讠,yan
计,ji
订,ding
讣,fu
认,ren
讥,ji
讦,jie
讧,hong
讨,tao
让,rang
讪,shan
讫,qi
讬,tuo
训,xun
议,yi
讯,xun
记,ji
讱,ren
讲,jiang
讳,hui
讴,ou
讵,ju
讶,ya
讷,ne
许,xu
讹,e
论,lun
讻,xiong
讼,song
讽,feng
设,she
访,fang
诀,jue
证,zheng
诂,gu
诃,he
评,ping
诅,zu
识,shi
诇,xiong
诈,zha
诉,su
诊,zhen
诋,di
诌,zhou
词,ci
诎,qu
诏,zhao
诐,bi
译,yi
诒,yi
诓,kuang
诔,lei
试,shi
诖,gua
诗,shi
诘,ji
诙,hui
诚,cheng
诛,zhu
诜,shen
话,hua
诞,dan
诟,gou
诠,quan
诡,gui
询,xun
诣,yi
诤,zheng
该,gai
详,xiang
诧,cha
诨,hun
诩,xu
诪,zhou
诫,jie
诬,wu
语,yu
诮,qiao
误,wu
诰,gao
诱,you
诲,hui
诳,kuang
说,shuo
诵,song
诶,ei
请,qing
诸,zhu
诹,zou
诺,nuo
读,du
诼,zhuo
诽,fei
课,ke
诿,wei
谀,yu
谁,shei
谂,shen
调,diao
谄,chan
谅,liang
谆,zhun
谇,sui
谈,tan
谊,yi
谋,mou
谌,chen
谍,die
谎,huang
谏,jian
谐,xie
谑,xue
谒,ye
谓,wei
谔,e
谕,yu
谖,xuan
谗,chan
谘,zi
谙,an
谚,yan
谛,di
谜,mi
谝,pian
谞,xu
谟,mo
谠,dang
谡,su
谢,xie
谣,yao
谤,bang
谥,shi
谦,qian
谧,mi
谨,jin
谩,man
谪,zhe
谫,jian
谬,miu
谭,tan
谮,zen
谯,qiao
谰,lan
谱,pu
谲,jue
谳,yan
谴,qian
谵,zhan
谶,chen
谷,gu
谺,xia
谽,han
谿,xi
豀,xi
豁,huo
豆,dou
豇,jiang
豈,qi
豉,shi
豊,li
豋,deng
豌,wan
豎,shu
豏,xian
豐,feng
豓,yan
豔,yan
豕,shi
豖,chu
豗,hui
豘,tun
豚,tun
豜,jian
豝,ba
象,xiang
豢,huan
豣,jian
豦,ju
豨,xi
豪,hao
豫,yu
豬,zhu
豭,jia
豮,fen
豳,bin
豴,di
豵,zong
豶,fen
豷,yi
豸,zhi
豹,bao
豺,chai
豻,an
豼,pi
貂,diao
貅,xiu
貆,huan
貇,kun
貉,hao
貊,mo
貌,mao
貍,li
貎,ni
貓,mao
貔,pi
貘,mo
貙,chu
貛,huan
貜,jue
貝,bei
貞,zhen
貟,yuan
負,fu
財,cai
貢,gong
貤,yi
貧,pin
貨,huo
販,fan
貪,tan
貫,guan
責,ze
貭,zhi
貮,er
貯,zhu
貰,shi
貲,zi
貳,er
貴,gui
貶,bian
買,mai
貸,dai
貺,kuang
費,fei
貼,tie
貽,yi
貿,mao
賀,he
賁,bi
賂,lu
賃,lin
賄,hui
賅,gai
資,zi
賈,jia
賉,xu
賊,zei
賍,zang
賎,jian
賏,ying
賑,zhen
賒,she
賓,bin
賔,bin
賕,qiu
賙,zhou
賚,lai
賛,zan
賜,ci
賝,chen
賞,shang
賠,pei
賡,geng
賢,xian
賣,mai
賤,jian
賦,fu
賧,tan
賨,cong
質,zhi
賫,ji
賬,zhang
賭,du
賮,jin
賰,chun
賴,lai
賵,feng
賸,sheng
賺,zhuan
賻,fu
購,gou
賽,sai
賾,ze
贁,bai
贄,zhi
贅,zhui
贇,yun
贈,zeng
贉,dan
贊,zan
贋,yan
贍,shan
贏,ying
贐,jin
贑,gan
贒,xian
贓,zang
贔,bi
贖,shu
贗,yan
贛,gan
贜,zang
贝,bei
贞,zhen
负,fu
贠,yuan
贡,gong
财,cai
责,ze
贤,xian
败,bai
账,zhang
货,huo
质,zhi
贩,fan
贪,tan
贫,pin
贬,bian
购,gou
贮,zhu
贯,guan
贰,er
贱,jian
贲,ben
贳,shi
贴,tie
贵,gui
贶,kuang
贷,dai
贸,mao
费,fei
贺,he
贻,yi
贼,zei
贽,zhi
贾,jia
贿,hui
赀,zi
赁,lin
赂,lu
赃,zang
资,zi
赅,gai
赆,jin
赇,qiu
赈,zhen
赉,lai
赊,she
赋,fu
赌,du
赍,ji
赎,shu
赏,shang
赐,ci
赑,bi
赒,zhou
赓,geng
赔,pei
赕,dan
赖,lai
赗,feng
赘,zhui
赙,fu
赚,zhuan
赛,sai
赜,ze
赝,yan
赞,zan
赟,yun
赠,zeng
赡,shan
赢,ying
赣,gan
赤,chi
赦,she
赧,nan
赪,cheng
赫,he
赬,cheng
赭,zhe
走,zou
赱,zou
赳,jiu
赴,fu
赵,zhao
赶,gan
起,qi
赿,chi
趁,chen
趂,chen
趄,ju
超,chao
越,yue
趋,qu
趑,zi
趒,tiao
趔,lie
趕,gan
趙,zhao
趝,jian
趟,tang
趡,cui
趣,qu
趦,zi
趨,qu
趫,qiao
趮,zao
趯,ti
趱,zan
趲,zan
足,zu
趴,pa
趵,bao
趸,dun
趹,jue
趺,fu
趼,jian
趾,zhi
趿,ta
跀,yue
跂,qi
跃,yue
跄,qiang
跅,tuo
跆,tai
跋,ba
跌,die die
跎,tuo
跏,jia
跐,ci
跑,pao
跔,ju
跕,dian
跖,zhi
跗,fu
跙,ju
跚,shan
跛,bo
距,ju
跞,li
跟,gen
跡,ji
跣,xian
跤,jiao
跥,duo
跦,zhu
跧,quan
跨,kua
跩,zhuai
跪,gui
跫,qiong
跬,kui
跮,chi
路,lu
跱,zhi
跲,jia
跳,tiao
跴,cai
践,jian
跶,da
跷,qiao
跸,bi
跹,xian
跺,duo
跻,ji
跼,ju
跽,ji
踁,jing
踅,xue
踆,cun
踈,shu
踉,liang
踊,yong
踋,jiao
踌,chou
踏,ta
踐,jian
踒,wo
踔,chuo
踖,ji
踘,ju
踜,leng
踝,huai
踞,ju
踟,chi
踠,wan
踡,quan
踢,ti
踣,bo
踦,yi
踧,cu
踩,cai
踪,zong
踫,peng
踬,zhi
踮,dian
踯,zhi
踰,yu
踱,duo
踴,yong
踵,zhong
踶,di
踹,chuai
踼,tang
踽,ju
蹀,die
蹁,pian
蹂,rou
蹄,ti
蹅,cha
蹇,jian
蹈,dao
蹉,cuo
蹊,qi
蹋,ta
蹌,qiang
蹍,nian
蹏,ti
蹐,ji
蹑,nie
蹒,man
蹓,liu
蹔,zan
蹕,bi
蹙,cu
蹚,tang
蹜,su
蹝,xi
蹟,ji
蹠,zhi
蹡,qiang
蹢,di
蹣,pan man
蹤,zong
蹦,beng
蹧,zao
蹩,bie
蹬,deng deng
蹭,ceng
蹮,xian
蹯,fan
蹰,chu
蹱,zhong
蹲,dun
蹴,cu
蹵,cu
蹶,jue
蹷,jue
蹹,ta
蹺,qiao
蹻,jue
蹼,pu
蹾,dun
蹿,cuan
躁,zao
躂,da
躄,bi
躅,zhu
躇,chu
躉,dun
躊,chou
躋,ji
躍,yue
躏,lin
躐,lie
躑,zhi
躒,li
躓,zhi
躔,chan
躕,chu
躗,wei
躘,long
躙,lin
躚,xian
躛,wei
躜,zuan
躝,lan
躞,xie
躠,sa
躡,nie
躥,cuan
躦,cuo
躧,xi
躩,jue
躪,lin
身,shen
躬,gong
躭,dan
躯,qu
躰,ti
躱,duo
躲,duo
躳,gong
躴,lang
躶,luo
躷,ai
躺,tang
躾,mei
躿,kang
軀,qu
軄,zhi
軆,ti
軈,ying
車,che
軋,ya
軌,gui
軍,jun
軎,wei
軏,yue
軒,xuan
軔,ren
軘,tun
軙,chen
軛,e
軜,na
軝,qi
軟,ruan
転,zhuan
軣,hong
軤,hu
軥,qu
軨,ling
軫,zhen
軰,bei
軲,gu
軷,ba
軸,zhou
軹,zhi
軺,yao
軻,ke
軼,yi
軽,zhi
軾,shi
軿,ping
輀,er
較,jiao
輅,he
輇,quan
輈,zhou
載,zai
輊,zhi
輋,she
輌,liang
輏,you
輒,zhe
輓,wan
輔,fu
輕,qing
輗,ni
輘,leng
輙,zhe
輛,liang
輜,zi
輝,hui
輞,wang
輟,chuo
輠,guo
輡,kan
輤,qian
輥,gun
輦,nian
輧,ping
輩,bei
輪,lun
輬,liang
輭,ruan
輮,rou
輯,ji
輳,cou
輴,chun
輵,ge
輶,you
輸,shu
輹,fu
輻,fu
輽,ben
輾,zhan
輿,yu
轀,wen
轂,gu
轄,xia
轅,yuan
轆,lu
轇,jiao
轈,chao
轉,zhuan
轊,wei
轌,xue
轍,zhe
轎,jiao
轏,zhan
轑,lao
轒,fen
轔,lin
轕,ge
轖,se
轗,kan
轘,huan
轙,yi
轜,er
轝,yu
轞,jian
轟,hong
轡,pei
轢,li
轣,li
轤,lu
车,che
轧,ya
轨,gui
轩,xuan
轫,ren
转,zhuan
轭,e
轮,lun
软,ruan
轰,hong
轱,gu
轲,ke
轳,lu
轴,zhou
轵,zhi
轶,yi
轷,hu
轸,zhen
轹,li
轺,yao
轻,qing
轼,shi
载,zai
轾,zhi
轿,jiao
辀,zhou
辁,quan
辂,lu
较,jiao
辄,zhe
辅,fu
辆,liang
辇,nian
辈,bei
辉,hui
辊,gun
辋,wang
辌,liang
辍,chuo
辎,zi
辏,cou
辐,fu
辑,ji
辒,wen
输,shu
辔,pei
辕,yuan
辖,xia
辗,nian
辘,lu
辙,zhe
辚,lin
辛,xin
辜,gu
辞,ci
辟,pi
辠,zui
辡,bian
辢,la
辣,la
辤,ci
辥,xue
辦,ban
辧,bian
辨,bian
辩,bian
辫,bian
辭,ci
辮,bian
辯,bian
辰,chen
辱,ru
農,nong
辵,chuo
辶,chuo
辷,yi
边,bian
辺,bian
辻,shi
込,yu
辽,liao
达,da
辿,chan
迁,qian
迂,yu
迄,qi
迅,xun
迆,yi
过,guo
迈,mai
迊,za
迋,wang
迍,zhun
迎,ying
运,yun
近,jin
迓,ya
返,fan
迕,wu
还,hai
这,zhe
迚,da
进,jin
远,yuan
违,wei
连,lian
迟,chi
迠,che
迢,tiao
迣,zhi
迤,yi
迥,jiong
迦,jia
迧,chen
迨,dai
迩,er
迪,di
迫,po
迬,zhu
迭,die
迮,ze
迯,tao
述,shu
迳,jing
迴,hui
迷,mi
迸,beng
迹,ji
迺,nai
迻,yi
追,zhui
迿,xun
退,tui
送,song
适,shi
逃,tao
逄,pang
逅,hou
逆,ni
逈,jiong
选,xuan
逊,xun
逋,bu
逌,you
逍,xiao
逎,qiu
透,tou
逐,zhu
逑,qiu
递,di
逓,di
途,tu
逕,jing
逖,ti
逗,dou
這,zhe
通,tong
逛,guang
逝,shi
逞,cheng
速,su
造,zao
逡,qun
逢,feng
連,lian
逥,hui
逦,li
逩,ben
逬,beng
逭,huan
逮,dai
逯,lu
逰,you
週,zhou
進,jin
逴,chuo
逵,kui
逶,wei
逷,ti
逸,yi
逹,da
逺,yuan
逻,luo
逼,bi
逾,yu
逿,dang
遁,dun
遂,sui
遄,chuan
遅,chi
遇,yu
遉,zhen
遊,you
運,yun
遍,bian
過,guo
遏,e
遐,xia
遑,huang
遒,qiu
道,dao
達,da
違,wei
遗,yi
遘,gou
遙,yao
遛,liu
遜,xun
遝,ta
遞,di
遟,chi
遠,yuan
遡,su
遢,ta
遣,qian
遥,yao
遨,ao
適,shi
遫,chi
遭,zao
遮,zhe
遯,dun
遰,di
遲,chi
遴,lin
遵,zun
遶,rao
遷,qian
選,xuan
遹,yu
遺,yi
遻,e
遼,liao
遽,ju
避,bi
邀,yao
邁,mai
邂,xie
邃,sui
還,hai
邅,zhan
邇,er
邈,miao
邉,bian
邊,bian
邋,la
邌,li
邏,luo
邐,li
邑,yi
邓,deng
邕,yong
邗,han
邘,yu
邙,mang
邛,qiong
邝,kuang
邠,bin
邡,fang
邢,xing
那,na
邦,bang
邧,yuan
邨,cun
邪,xie
邬,wu
邮,you
邯,han
邰,tai
邱,qiu
邲,bi
邳,pi
邴,bing
邵,shao
邶,bei
邸,di
邹,zou
邺,ye
邻,lin
邽,gui
邾,zhu
邿,shi
郃,he
郄,qie
郅,zhi
郇,huan
郈,hou
郉,xing
郊,jiao
郌,gui
郎,lang
郏,jia
郐,kuai
郑,zheng
郓,yun
郔,yan
郕,cheng
郗,xi
郙,fu
郚,wu
郛,fu
郜,gao
郝,hao
郞,lang
郟,jia
郠,geng
郡,jun
郢,ying
郤,xi
郦,li
郧,yun
部,bu
郪,qi
郭,guo
郯,tan
郰,zou
郳,ni
郴,chen
郵,you
郷,xiang
郸,dan
都,dou du
郾,yan
郿,mei
鄀,ruo
鄂,e
鄆,yun
鄇,hou
鄈,kui
鄉,xiang
鄋,sou
鄍,ming
鄎,xi
鄏,ru
鄐,chu
鄑,zi
鄒,zou
鄔,wu
鄕,xiang
鄖,yun
鄗,hao
鄘,yong
鄙,bi
鄚,mao
鄜,fu
鄞,yin
鄠,hu
鄢,yan
鄣,zhang
鄤,man
鄧,deng
鄩,xun
鄫,zeng
鄬,wei
鄭,zheng
鄯,shan
鄰,lin
鄱,po
鄲,dan
鄴,ye
鄶,kuai
鄹,zou
鄺,kuang
鄻,lian
鄾,you
鄿,ji
酂,cuo
酃,ling
酅,xi
酆,feng
酇,zan
酈,li
酉,you
酊,ding
酋,qiu
酌,zhuo
配,pei
酎,zhou
酏,yi
酐,gan
酒,jiu
酔,zui
酖,zhen
酗,xu
酚,fen
酝,yun
酞,tai
酡,tuo
酢,cu
酣,han
酤,gu
酥,su
酦,po
酧,chou
酩,ming
酪,lao
酬,chou
酮,tong
酯,zhi
酰,xian
酱,jiang
酲,cheng
酴,tu
酵,jiao
酷,ku
酸,suan
酹,lei
酺,pu
酽,yan
酾,shai
酿,niang
醁,lu
醂,lan
醃,yan
醅,pei
醆,zhan
醇,chun
醉,zui
醊,zhui
醋,cu
醍,ti
醐,hu
醑,xu
醒,xing
醓,tan
醖,yun
醗,po
醚,mi
醛,quan
醜,chou
醝,cuo
醞,yun
醡,zha
醢,hai
醣,tang
醤,jiang
醨,li
醩,zao
醪,lao
醫,yi
醬,jiang
醭,bu
醮,jiao
醯,xi
醰,tan
醱,fa po
醲,nong
醴,li
醵,ju
醸,niang
醹,ru
醺,xun
醻,chou
醼,yan
醽,ling
釀,niang
釁,xin
釂,jiao
釃,shai
釄,mi
釅,yan
釆,bian
采,cai
釈,shi
釉,you
释,shi
釋,shi
里,li
重,zhong
野,ye
量,liang
釐,li
金,jin
釒,jin
釓,qiu
釔,yi
釕,liao
釖,dao
釗,zhao
釘,ding
釙,po
釜,fu
針,zhen
釡,fu
釣,diao
釤,shan
釦,kou
釧,chuan
釩,fan
釪,hua
釬,han
釭,gang
釯,mang
釱,di
釵,chai
釷,tu
釹,nu
釺,qian
釼,jian
釽,pi
鈀,ba
鈁,fang
鈃,xing
鈄,dou
鈆,qian
鈇,fu
鈈,pi
鈉,na
鈊,xin
鈌,jue
鈍,dun
鈎,gou
鈐,qian
鈑,ban
鈔,chao
鈕,niu
鈞,jun
鈣,gai
鈥,huo
鈦,tai
鈧,kang
鈩,lu
鈬,duo
鈮,ni
鈰,shi
鈳,ke
鈴,ling
鈷,gu
鈸,bo
鈹,pi
鈺,yu
鈽,bu
鈾,you
鈿,tian
鉀,jia
鉄,zhi
鉅,ju
鉆,chan
鉈,shi
鉉,xuan
鉋,bao
鉌,he
鉍,bi
鉏,chu
鉑,bo
鉕,po
鉗,qian
鉚,liu
鉛,qian
鉞,yue
鉢,bo
鉤,gou
鉥,shu
鉦,zheng
鉬,mu
鉭,tan
鉱,kuang
鉲,ka
鉴,jian
鉶,xing
鉷,hong
鉸,jiao
鉺,er
鉻,luo
鉾,mou
鉿,jia
銀,yin
銁,jun
銃,chong
銅,tong
銍,zhi
銎,qiong
銑,xian
銓,quan
銕,tie
銖,zhu
銘,ming
銚,yao
銛,xian
銜,xian
銠,lao
銣,ru
銥,yi
銦,yin
銧,guang
銨,an
銩,diu
銪,you
銫,se
銬,kao
銭,qian
銮,luan
銲,han
銳,rui
銶,qiu
銷,xiao
銹,xiu
銻,ti
銼,cuo
銾,hong
鋁,lu
鋂,mei
鋃,lang
鋅,xin
鋆,yun
鋇,bei
鋈,wu
鋊,yu
鋌,ding
鋏,jia
鋐,hong
鋑,cuan
鋒,feng
鋕,zhi
鋗,xuan
鋘,hua
鋙,yu
鋚,tiao
鋜,zhuo
鋝,lue
鋟,qin
鋣,ye
鋤,chu
鋥,zeng
鋦,ju
鋨,tie
鋩,mang
鋪,pu
鋭,rui
鋮,cheng
鋯,gao
鋰,li
鋱,te
鋲,bing
鋳,zhu
鋸,ju
鋹,chang
鋺,yuan
鋼,gang
錁,guo
錄,lu
錆,qiang
錇,pou
錈,juan
錏,ya
錐,zhui
錒,ke
錔,ta
錕,kun
錘,chui
錙,zi
錚,zheng
錛,ben
錞,chun
錟,tan
錠,ding
錡,qi
錢,qian
錣,zhui
錤,ji
錦,jin
錨,mao
錩,chang
錫,xi
錬,lian
錮,gu
錯,cuo
録,lu
錳,meng
錶,biao
錸,lai
錺,fang
錻,wu
錼,nai
錾,zan
鍀,de
鍁,xian
鍃,huo
鍆,men
鍇,kai
鍉,di
鍊,lian
鍋,guo
鍍,du
鍐,zong
鍔,e
鍘,zha
鍚,yang
鍛,duan
鍜,xia
鍠,huang
鍤,cha
鍥,qie
鍩,tian
鍪,mou
鍫,qiao
鍬,qiao
鍭,hou
鍮,tou
鍰,huan
鍱,ye
鍵,jian
鍶,song
鍸,hu
鍺,duo
鍼,zhen
鍾,zhong
鎂,mei
鎄,ai
鎇,mei
鎉,da
鎊,bang
鎋,xia
鎌,lian
鎍,suo
鎏,liu
鎐,yao
鎒,nou
鎔,rong
鎖,suo
鎗,qiang
鎘,li
鎙,shuo
鎚,chui
鎛,bo
鎝,da
鎞,bi
鎡,zi
鎢,wu
鎣,ying
鎤,huang
鎦,liu
鎧,kai
鎩,sha
鎪,sou
鎫,wan
鎬,hao
鎭,zhen
鎮,zhen
鎯,lang
鎰,yi
鎳,nie
鎵,jia
鎶,ge
鎸,juan
鎹,song
鎻,suo
鎿,na
鏁,suo
鏃,zu
鏇,xuan
鏈,lian
鏊,ao
鏌,mo
鏐,liu
鏑,di
鏖,ao
鏗,keng
鏘,qiang
鏚,qi
鏛,chang
鏜,tang
鏝,man
鏞,yong
鏟,chan
鏡,jing
鏢,biao
鏤,lou
鏥,xiu
鏦,cong
鏨,zan
鏰,beng
鏴,lu
鏵,hua
鏷,pu
鏻,lin
鏽,xiu
鏾,san
鐀,kui
鐃,nao
鐄,huang
鐇,fan
鐋,tang
鐍,jue
鐏,zun
鐐,liao
鐒,lao
鐓,dui
鐔,xin
鐘,zhong
鐙,deng
鐚,ya
鐝,jue
鐠,pu
鐡,tie
鐤,ding
鐦,kai
鐧,jian
鐨,fei
鐩,sui
鐫,juan
鐮,lian
鐲,zhuo
鐳,lei
鐵,tie
鐶,huan
鐸,duo
鐺,dang
鐻,ju
鐿,yi
鑀,ai
鑄,zhu
鑊,huo
鑌,bin
鑐,xu
鑑,jian
鑒,jian
鑓,qian
鑔,cha
鑕,zhi
鑚,zuan
鑛,kuang
鑞,la
鑠,shuo
鑣,biao
鑤,bao
鑥,lu
鑪,lu
鑫,xin
鑭,lan
鑰,yao
鑱,chan
鑲,xiang
鑴,xi
鑵,guan
鑷,nie
鑹,cuan
鑼,luo
鑽,zuan
鑾,luan
鑿,zao
钁,jue
钅,jin
钆,ga
钇,yi
针,zhen
钉,ding
钊,zhao
钋,po
钌,liao
钍,tu
钎,qian
钏,chuan
钐,shan
钑,sa
钒,fan
钓,diao
钔,men
钕,nu
钖,yang
钗,chai
钘,xing
钙,gai
钚,bu
钛,tai
钜,ju
钝,dun
钞,chao
钟,zhong
钠,na
钡,bei
钢,gang
钣,ban
钤,qian
钥,yao
钦,qin
钧,jun
钨,wu
钩,gou
钪,kang
钫,fang
钬,huo
钭,tou
钮,niu
钯,ba
钰,yu
钱,qian
钲,zheng
钳,qian
钴,gu
钵,bo
钶,ke
钷,po
钸,bu
钹,bo
钺,yue
钻,zuan
钼,mu
钽,tan
钾,jia
钿,dian
铀,you
铁,tie
铂,bo
铃,ling
铄,shuo
铅,qian
铆,mao
铇,bao
铈,shi
铉,xuan
铊,ta
铋,bi
铌,ni
铍,pi
铎,duo
铏,xing
铐,kao
铑,lao
铒,er
铓,mang
铔,ya
铕,you
铖,cheng
铗,jia
铘,ye
铙,nao
铚,zhi
铛,dang
铜,tong
铝,lu
铟,yin
铠,kai
铡,zha
铢,zhu
铣,xi
铤,ding
铥,diu
铦,xian
铧,hua
铨,quan
铩,sha
铪,ha
铫,diao
铬,ge
铭,ming
铮,zheng
铯,se
铰,jiao
铱,yi
铲,chan
铳,chong
铴,tang
铵,an
银,yin
铷,ru
铸,zhu
铹,lao
铺,pu
铻,wu
铼,lai
铽,te
链,lian
铿,keng
销,xiao
锁,suo
锂,li
锃,zeng
锄,chu
锅,guo
锆,gao
锇,e
锈,xiu
锉,cuo
锊,lue
锋,feng
锌,xin
锎,kai
锏,jian
锐,rui
锑,ti
锒,lang
锓,qin
锔,ju
锕,a
锖,qiang
锗,zhe
锘,nuo
错,cuo
锚,mao
锛,ben
锜,qi
锝,de
锞,ke
锟,kun
锠,chang
锡,xi
锢,gu
锣,luo
锤,chui
锥,zhui
锦,jin
锧,zhi
锨,xian
锩,juan
锪,huo
锫,pei
锬,tan
锭,ding
键,jian
锯,ju
锰,meng
锱,zi
锲,qie
锴,kai
锵,qiang
锶,si
锷,e
锸,cha
锹,qiao
锺,zhong
锻,duan
锼,sou
锽,huang
锾,huan
锿,ai
镀,du
镁,mei
镂,lou
镃,zi
镄,fei
镅,mei
镆,mo
镇,zhen
镈,bo
镉,ge
镊,nie
镌,juan
镍,nie
镎,na
镏,liu
镐,gao
镑,bang
镒,yi
镓,jia
镔,bin
镕,rong
镖,biao
镗,tang
镘,man
镚,beng
镛,yong
镜,jing
镝,di
镞,zu
镟,xuan
镠,liu
镡,chan
镢,jue
镣,liao
镤,pu
镥,lu
镦,dui
镧,lan
镨,pu
镩,cuan
镪,qiang
镫,deng
镬,huo
镭,lei
镮,huan
镯,zhuo
镰,lian
镱,yi
镲,cha
镳,biao
镴,la
镵,chan
镶,xiang
長,zhang
镸,chang
长,zhang
門,men
閂,shuan
閃,shan
閆,yan
閇,bi
閈,han
閉,bi
閊,shan
開,kai
閌,kang
閎,hong
閏,run
閑,xian
閒,xian
間,jian
閔,min
閖,shui
閘,zha
